spa,por,rom,fra,ita,lat
<blank>,ʁuʒmɐɾiɲʊ,ʁomaʁɛ̃,ʁomaʁɛ̃,rozmarino,roːsmariːnʊm
pɾofusjon,pɹufuzɐ̃ʊ̃,pʁofyzjɔ̃,pʁofyzjɔ̃,profuzione,prɔfuːsɪoːnɛm
<blank>,<blank>,<blank>,<blank>,stimabile,aɪstɪmaːbɪlɛm
sufɾaxjo,sufɹaʒjʊ,syfʁaʒ,syfʁaʒ,suffradʒo,sʊffraːɡɪʊm
estɾixil,<blank>,etʁij,etʁij,stridʒile,strɪɡɪlɛm
kompɾimiɾ,kumpɹimiɹ,kɔ̃pʁime,kɔ̃pʁime,komprimere,kɔmprɪmeːrɛ
apetito,ɐpɨtitɨ,apeti,apeti,appetito,appɛtiːtʊm
eβokaɾ,evukaɹ,evoke,evoke,evokare,eːwɔkaːrɛ
koɾpulɛnto,kuɾəpuleɪŋtʊ,kɔʁpylɑ̃,kɔʁpylɑ̃,korpulɛnto,kɔrpʊlɛntʊm
kɾeɛnθja,kɹeɪŋsɐ,kʁwajɑ̃s,kʁwajɑ̃s,kredɛntsa,kreːdɛntɪam
repeɾkusjon,ʁepɨɾəkusɐ̃ʊ̃,ʁepɛʁkysjɔ̃,ʁepɛʁkysjɔ̃,riperkussione,rɛpɛrkʊtɛrɛ
rixa,ʁiʃɐ,ʁiks,ʁiks,rissa,rɪksam
aroɣante,ɐʁuɡɐ̃ŋtɨ,aʁoɡɑ̃,aʁoɡɑ̃,arroɡante,arrɔɡantɛm
diβulɣaðoɾ,divuwɡɐdoɹ,divylɡatœʁ,divylɡatœʁ,divulɡatore,diːwʊlɡaːtoːrɛm
<blank>,<blank>,pʁemyniʁ,pʁemyniʁ,<blank>,praɪmuːniːrɛ
retɾoθeðeɾ,ʁetɹusɨdeɹ,ʁetʁosede,ʁetʁosede,retrotʃedere,rɛtroːkeːdeːrɛ
aβeraɾ,ɐbɨʁaɹ,abɛʁe,abɛʁe,aberrare,abɛrraːrɛ
emiɣɾaɾ,emiɡɹaɹ,emiɡʁe,emiɡʁe,emiɡrare,eːmɪɡraːrɛ
oʎexo,<blank>,fɔlikyl,fɔlikyl,follikolo,fɔllɪkʊlʊm
imponeɾ,impoɹ,ɛ̃poze,ɛ̃poze,impɔrre,ɪmpoːnɛrɛ
<blank>,<blank>,<blank>,<blank>,makkia,makʊlam
sukuβo,sukubʊ,sykyb,sykyb,sukkube,sʊkkʊbʊm
anulaɾ,<blank>,anyle,anyle,annullare,annuːllaːrɛ
<blank>,peʃtilʊ,<blank>,<blank>,<blank>,pɛssʊlʊm
lixeɾo,liʒeɪɾʊ,leʒe,leʒe,ledʒʒɛro,lɛwɪaːrɪʊm
ajuðaɾ,ɐʒudaɹ,ɛde,ɛde,ajutare,adɪuːtaːrɛ
iðɾauliko,idɹaʊlikʊ,idʁolik,idʁolik,idrauliko,hydraʊlɪkʊm
<blank>θiða,<blank>,<blank>sid,<blank>sid,<blank>,<blank>kiːdam
pɾeβiɾ,<blank>,<blank>,<blank>,<blank>,praɪbeːrɛ
ɡoɾðo,ɡoɾədʊ,ɡuʁ,ɡuʁ,<blank>,ɡʊrdʊm
<blank>,<blank>,<blank>,<blank>,peone,paɪoːnɛm
nekso,nɛksʊ,nɛksy,nɛksy,nɛsso,nɛksʊm
<blank>,tiŋtinabulʊ,<blank>,<blank>,<blank>,tɪntɪnnaːbʊlʊm
balaɾ,bɐlaɹ,<blank>,<blank>,belare,baːlaːrɛ
oʎa,ɔʎɐ,<blank>,<blank>,ɔlla,ɔllam
<blank>,<blank>,<blank>,<blank>,<blank>,ɪŋkɪpɛrɛ
innwiɾ,<blank>,<blank>,<blank>,<blank>,ɪnnʊɛrɛ
fuste,fuʃtɨ,fyː,fyː,fusto,fuːstɛm
kolumna,kulunɐ,kolɔn,kolɔn,kolonna,kɔlʊmnam
beɾβena,veɾəbenɐ,vɛʁvɛn,vɛʁvɛn,verbɛna,wɛrbeːnam
<blank>,piʃtɹinɐ,petʁɛ̃,petʁɛ̃,pistrino,pɪstriːnʊm
maɡnifiko,mɐɡnifikʊ,maɲifik,maɲifik,maɲifiko,maŋnɪfɪkʊm
saβaðo,sabɐdʊ,<blank>,<blank>,sabato,sabbatʊm
asumiɾ,ɐsumiɹ,asyme,asyme,assumere,assuːmɛrɛ
buo,<blank>,<blank>,<blank>,<blank>,buːboːnɛm
<blank>,<blank>,<blank>,<blank>,<blank>,akʊaːrɪʊm
oɾatoɾjo,ɔɾɐtɔɾjʊ,oʁatwaʁ,oʁatwaʁ,oratɔrio,oːraːtoːrɪʊm
ɡɾaβiðo,ɡɹavidʊ,ɡʁavid,ɡʁavid,ɡravido,ɡrawɪdʊm
<blank>,<blank>,kɔ̃fɔʁte,kɔ̃fɔʁte,<blank>,koːnfɔrtaːrɛ
meðjaðoɾ,mediɐdoɹ,medjatœʁ,medjatœʁ,medjatore,mɛdɪaːtoːrɛm
<blank>,<blank>,<blank>,<blank>,arsione,aːrsɪoː
<blank>,<blank>,ʁoʁik,ʁoʁik,rudʒada,roːrɛm
pasta,paʃtɐ,paːt,paːt,pasta,pastam
demandaɾ,dɨmɐ̃ŋdaɹ,dəmɑ̃de,dəmɑ̃de,domandare,deːmandaːrɛ
koksal,<blank>,koksal,koksal,koʃale,kɔksaːlɛm
bjuðo,vjuvʊ,vœf,vœf,vedovo,wɪdʊʊm
benjal,veniɑl,venjɛl,venjɛl,venjale,wɛnɪaːlɛm
tuɣuɾjo,tuɡuɾjʊ,<blank>,<blank>,tuɡurio,tʊɡʊrɪʊm
imitatiβo,imitɐtivʊ,imitatif,imitatif,imitativo,ɪmɪtaːtiːwʊm
beɾsjon,vɨɾəsɐ̃ʊ̃,vɛʁsjɔ̃,vɛʁsjɔ̃,versione,wɛrsɪoːnɛm
retenθjon,ʁeteɪŋsɐ̃ʊ̃,ʁetɑ̃sjɔ̃,ʁetɑ̃sjɔ̃,ritentsione,rɛtɛntɪoːnɛm
iŋɡluβje,<blank>,<blank>,<blank>,<blank>,ɪŋɡlʊwɪɛm
aβlaɾ,fɐlaɹ,able,able,favolare,faːbʊlaːriː
komboɪ,kumboɪʊ,kɔ̃vwa,kɔ̃vwa,konvɔʎo,kʊmwɪam
testimonjo,teʃtɨmonjʊ,temwɛ̃,temwɛ̃,testimɔnio,tɛstɪmoːnɪʊm
remeðjaβle,ʁemɨdiavɛl,ʁəmedjabl,ʁəmedjabl,rimedjabile,rɛmɛdɪaːbɪlɛm
susuro,<blank>,<blank>,<blank>,sussurro,sʊsʊrrʊm
ankla,ɐ̃ŋkuɾɐ,ɑ̃kʁ,ɑ̃kʁ,ankora,aŋkɔram
rupe,<blank>,<blank>,<blank>,rupe,ruːpɛm
majo,maɪʊ,mɛ,mɛ,madʒʒo,majʊm
suθesoɾ,susɨsoɹ,sɛksɛsœʁ,sɛksɛsœʁ,sutʃʃessore,sʊkkɛssoːrɛm
θiβil,sivil,sivil,sivil,tʃivile,kiːwiːlɛm
<blank>,<blank>,solilok,solilok,solilɔkwjo,soːlɪlɔkwɪʊm
xustifikaɾ,ʒuʃtifikaɹ,ʒystifje,ʒystifje,dʒustifikare,juːstɪfɪkaːrɛ
indiθe,iŋdisɨ,ɛ̃dɛks,ɛ̃dɛks,inditʃe,ɪndɪkɛm
templanθa,teɪmpɨɾɐ̃ŋsɐ,tɑ̃peʁɑ̃s,tɑ̃peʁɑ̃s,temperantsa,tɛmpɛrantɪam
<blank>,<blank>,<blank>,<blank>,imperito,ɪmpɛriːtʊm
<blank>,ɐɾəfaɹ,<blank>,<blank>,<blank>,aːrɛfakɛrɛ
<blank>,<blank>,<blank>,<blank>,purɡatsione,puːrɡaːtɪoːnɛm
aβsoɾβeɾ,ɐbsuɾəveɹ,absɔʁbe,absɔʁbe,assorbire,absɔrbeːrɛ
pɾesɛnθja,pɹezeɪŋsɐ,pʁezɑ̃s,pʁezɑ̃s,prezɛntsa,praɪsɛntɪam
ɡɾaðo,ɡɹadʊ,<blank>,<blank>,ɡrato,ɡraːtʊm
oɾiθonte,uɾizoŋtɨ,oʁizɔ̃,oʁizɔ̃,oridzzonte,hɔrɪzzɔnta
konkoɾðaɾ,kuŋkuɾədaɹ,kɔ̃kɔʁde,kɔ̃kɔʁde,konkordare,kɔŋkɔrdaːrɛ
<blank>,<blank>,<blank>,<blank>,kamo,kaːmʊm
tɾansɣɾeðiɾ,tɹɐ̃ŋzɡɹɨdiɹ,tʁɑ̃zɡʁɛse,tʁɑ̃zɡʁɛse,trazɡredire,traːnsɡrɛdiː
piɾifoɾme,<blank>,<blank>,<blank>,<blank>,pyrɪfoːrmɛm
ɡɾaθil,<blank>,ɡʁasil,ɡʁasil,ɡratʃile,ɡrakɪlɛm
eðukaθjon,edukɐsɐ̃ʊ̃,edykasjɔ̃,edykasjɔ̃,edukatsione,eːdʊkaːtɪoːnɛm
θeɾniɾ,sɨɾəniɹ,<blank>,<blank>,tʃɛrnere,kɛrnɛrɛ
releɣaθjon,ʁelɨɡɐsɐ̃ʊ̃,ʁəleɡasjɔ̃,ʁəleɡasjɔ̃,releɡatsione,rɛleːɡaːtɪoːnɛm
liβeɾaɾ,libɨɾaɹ,libeʁe,libeʁe,liberare,liːbɛraːrɛ
xeɾminaɾ,ʒeɾəminaɹ,ʒɛʁme,ʒɛʁme,dʒerminare,ɡɛrmɪnaːrɛ
esfeɾa,ʃfɛɾɐ,sfɛʁ,sfɛʁ,sfɛra,spʰaɪram
destɾukθjon,deʃtɹuisɐ̃ʊ̃,<blank>,<blank>,distrutsione,deːstrʊktɪoːnɛm
densiðad,densidadɨ,dɑ̃site,dɑ̃site,densita,deːnsɪtaːtɛm
doktɾinal,duwtɹinɑl,dɔktʁinal,dɔktʁinal,dottrinale,dɔktriːnaːlɛm
leɣumbɾe,leɡumɨ,leɡym,leɡym,leɡume,lɛɡuːmɛn
<blank>,<blank>,<blank>,<blank>,epopto,ɛpɔptʊm
pulkɾitud,puwkɹitudɨ,<blank>,<blank>,<blank>,pʊlkʰrɪtuːdɪnɛm
<blank>,iŋsiʊ,<blank>,<blank>,<blank>,iːnskɪʊm
patetiko,pɐtɛtikʊ,patetik,patetik,patɛtiko,patʰeːtɪkʊm
puβeɾtad,pubɨɾədadɨ,pybɛʁte,pybɛʁte,puberta,puːbɛrtaːtɛm
tɾansixiɾ,<blank>,tʁɑ̃ziʒe,tʁɑ̃ziʒe,<blank>,traːnsɪɡɛrɛ
institwiɾ,iŋstituiɹ,ɛ̃stitye,ɛ̃stitye,istituire,iːnstɪtʊɛrɛ
<blank>,<blank>,poljadɛn,poljadɛn,<blank>,pɔlyadɛnʊm
kɾepito,<blank>,<blank>,<blank>,<blank>,krɛpɪtʊm
eksteɾminaθjon,eʃtɨɾəminɐsɐ̃ʊ̃,ɛkstɛʁminasjɔ̃,ɛkstɛʁminasjɔ̃,<blank>,ɛkstɛrmɪnaːtɪoːnɛm
intima,iŋtimɐ,ɛ̃tima,ɛ̃tima,intima,ɪntɪmam
bomiko,vomikʊ,<blank>,<blank>,vɔmiko,wɔmɪkʊm
akumulaθjon,ɐkumulɐsɐ̃ʊ̃,akymylasjɔ̃,akymylasjɔ̃,akkumulatsione,akkʊmʊlaːtɪoːnɛm
admisjon,ɐdmisɐ̃ʊ̃,admisjɔ̃,admisjɔ̃,ammissione,admɪssɪoːnɛm
epitafjo,epitafjʊ,epitaf,epitaf,epitaffio,ɛpɪtapʰɪʊm
kataloɣo,kɐtɑluɡʊ,kataloɡ,kataloɡ,kataloɡo,katalɔɡʊm
kontumaθ,kuŋtumaʃ,<blank>,<blank>,kontumatʃe,kɔntʊmaːkɛm
teatɾal,tiɐtɹɑl,teatʁal,teatʁal,teatrale,tʰɛaːtraːlɛm
beɾifikaɾ,veɾifikaɹ,veʁifje,veʁifje,verifikare,weːrɪfɪkaːrɛ
fɾanθes,fɹɐ̃ŋseʃ,fʁɑ̃sɛ,fʁɑ̃sɛ,frantʃeze,fraŋkeːnsɛm
liɣaθjon,liɡɐsɐ̃ʊ̃,ljɛzɔ̃,ljɛzɔ̃,liɡatsione,lɪɡaːtɪoːnɛm
imbwiɾ,imbuiɹ,<blank>,<blank>,<blank>,ɪmbʊɛrɛ
<blank>,<blank>,ɡaz,ɡaz,<blank>,ɡasɛm
<blank>,tɛɾənʊ,<blank>,<blank>,<blank>,tɛrnoːs
intɾoɪto,eɪŋtɹudʊ,ɛ̃tʁɔi,ɛ̃tʁɔi,intrɔito,ɪntrɔɪtʊm
sumiɾ,sumiɹ,<blank>,<blank>,sumɛre,suːmɛrɛ
ɡiŋxa,<blank>,<blank>,<blank>,dʒudʒʒola,ziːzypʰʊm
biθjoso,visiozʊ,visjø,visjø,vitiozo,wɪtɪoːsʊm
misθelanea,misɨlɐ̃niɐ,misɛlane,misɛlane,miʃellanea,mɪskɛllaːnɛam
rapaθiðad,ʁɐpɐsidadɨ,ʁapasite,ʁapasite,rapatʃita,rapaːkɪtaːtɛm
<blank>,veɾətiʒeɪŋ,<blank>,<blank>,vertidʒine,wɛrtiːɡɪnɛm
<blank>,ɐdvɨɾəteɪŋsjɐ,<blank>,<blank>,<blank>,adwɛrtɛntɪam
depaɾtamɛnto,dɨpɐɾətɐmeɪŋtʊ,depaʁ,depaʁ,dipartimento,dɛpartɪmɛntɛm
pɾestanθja,pɹeʃtɐ̃ŋsjɐ,pʁɛstɑ̃s,pʁɛstɑ̃s,<blank>,praɪstantɪam
responso,ʁeʃpoŋsʊ,ʁepɔ̃s,ʁepɔ̃s,respɔnso,rɛspoːnsʊm
numeɾaðoɾ,<blank>,<blank>,<blank>,numeratore,nʊmɛraːtoːrɛm
koɾuskaɾ,<blank>,<blank>,<blank>,korruskare,kɔrʊskaːrɛ
supɾimiɾ,supɹimiɹ,sypʁime,sypʁime,sopprimere,sʊpprɪmeːrɛ
maɾθo,maɾəsʊ,maʁs,maʁs,martso,maːrtɪʊm
pulmon,puwmɐ̃ʊ̃,pumɔ̃,pumɔ̃,polmone,pʊlmoːnɛm
efiθjɛnte,ifisieɪŋtɨ,efisjɑ̃,efisjɑ̃,effitʃɛnte,ɛffɪkɪɛntɛm
diβoɾθjo,divɔɾəsjʊ,divɔʁs,divɔʁs,divɔrtsio,diːwɔrtɪʊm
doktɾina,duwtɹinɐ,dɔktʁin,dɔktʁin,dottrina,dɔktriːnam
aɾseniko,ɐɾəsenikʊ,aʁsənik,aʁsənik,arsɛniko,arsɛnɪkʊm
kaβaʎiɲo,kɐvɐliɲʊ,ʃəvalɛ̃,ʃəvalɛ̃,kavallino,kaballiːnʊm
toɾaks,tɔɾɐks,toʁaks,toʁaks,toratʃe,tʰoːraːkɛm
paniko,pɐ̃nikʊ,panik,panik,paniko,paːnɪkʊm
kompetiɾ,kumpɨtiɹ,kɔ̃pete,kɔ̃pete,kompetere,kɔmpɛtɛrɛ
konsexeɾo,kuŋsɨʎeɪɾʊ,kɔ̃sɛje,kɔ̃sɛje,konsiʎɛre,kɔnsɪlɪaːrɪʊm
<blank>,<blank>,<blank>,<blank>,objurɡatsione,ɔbɪʊrɡaːtɪoːnɛm
kapitulaθjon,kɐpitulɐsɐ̃ʊ̃,kapitylasjɔ̃,kapitylasjɔ̃,kapitolatsione,kapɪtʊlaːtɪoːnɛm
koreɾ,kuʁeɹ,kuʁiʁ,kuʁiʁ,korrere,kʊrreːrɛ
rektaŋɡulo,ʁɛtɐ̃ŋɡulʊ,ʁɛktɑ̃ɡl,ʁɛktɑ̃ɡl,rettaŋɡolo,rɛktaŋɡʊlʊm
swaβiðad,<blank>,syavite,syavite,soavita,sʊaːwɪtaːtɛm
<blank>,peɾəʒuɾʊ,<blank>,<blank>,perdʒuro,pɛrɪuːrʊm
asθendeɾ,ɐseɪŋdeɹ,asɑ̃dʁ,asɑ̃dʁ,aʃɛndere,askɛndɛrɛ
oβlaθjon,ɔblɐsɐ̃ʊ̃,<blank>,<blank>,oblatsione,ɔblaːtɪoːnɛm
pio,piʊ,pjø,pjø,pio,pɪʊm
foɾmula,fɔɾəmulɐ,fɔʁmyl,fɔʁmyl,fɔrmula,foːrmʊlam
<blank>,<blank>,<blank>,<blank>,<blank>,tʊnɪkaːrɛ
belixeɾo,<blank>,<blank>,<blank>,<blank>,bɛllɪɡɛrʊm
estio,ɨʃtiʊ,ete,ete,estate,aɪstaːtɛm
<blank>ɛnse,<blank>eɪŋsɨ,<blank>ɛ,<blank>ɛ,<blank>ɛnse,<blank>eːnsɛm
selβatiko,selvatikʊ,sovaʒ,sovaʒ,selvadʒʒo,sɪlwaːtɪkʊm
<blank>,etɛɾiʊ,eteʁe,eteʁe,etɛreo,aɪtʰɛrɪʊm
meɾiðjano,meɾidiɐ̃nʊ,meʁidjɛ̃,meʁidjɛ̃,meridjano,mɛriːdɪaːnʊm
inminɛnθja,imineɪŋsjɐ,imminɑ̃s,imminɑ̃s,imminɛntsa,ɪmmɪnɛntɪam
tɾituɾaɾ,<blank>,<blank>,<blank>,<blank>,triːtuːraːrɛ
koroβoɾaɾ,kuʁubuɾaɹ,koʁoboʁe,koʁoboʁe,korroborare,kɔrroːbɔraːrɛ
kompɾoβaɾ,<blank>,<blank>,<blank>,<blank>,kɔmprɔbaːrɛ
<blank>,ɐdiɐ̃ŋtʊ,<blank>,<blank>,<blank>,adɪantʊm
raskaɾ,ʁɐʃkaɹ,ʁaze,ʁaze,razare,raːdɛrɛ
<blank>,<blank>,<blank>,<blank>,<blank>,maːniːkaːrɛ
inmeðjato,imɨdiatʊ,immedja,immedja,immedjato,ɪmmɛdɪaːtʊm
estɾuɛndo,ʃtɹoŋdʊ,tɔnɛʁ,tɔnɛʁ,<blank>,tɔnɪtrʊm
peɾmitiɾ,peɾəmitiɹ,pɛʁmɛtʁ,pɛʁmɛtʁ,permettere,pɛrmɪttɛrɛ
meðjastino,mediɐʃtinʊ,medjastɛ̃,medjastɛ̃,medjastino,mɛdɪastiːnʊm
seɾpoʎo,<blank>,<blank>,<blank>,<blank>,sarpɛrɛ
<blank>,<blank>,<blank>,<blank>,sporkare,spʊrkaːrɛ
apiθe,apisɨ,apɛks,apɛks,apitʃe,apɪkɛm
sempiteɾno,seɪmpitɛɾənʊ,<blank>,<blank>,sempitɛrno,sɛmpɪtɛrnʊm
estjeɾkol,ʃteɾəkʊ,<blank>,<blank>,stɛrko,stɛrkʊs
<blank>,<blank>,abityd,abityd,<blank>,habɪtuːdɪnɛm
reɣlaɾ,ʁɨɡɹaɹ,ʁeɡle,ʁeɡle,reɡolare,reːɡʊlaːrɛ
θiɾkunθiðaɾ,siɾəkũŋsidaɹ,siʁkɔ̃siʁ,siʁkɔ̃siʁ,tʃirkontʃidere,kɪrkʊmkiːdeːrɛ
kɾeðito,kɹɛditʊ,kʁedi,kʁedi,kredito,kreːdɪtʊm
<blank>,<blank>,<blank>,<blank>,assuefare,assʊeːfakɛrɛ
rekɾeaθjon,ʁɛkɹiɐsɐ̃ʊ̃,ʁəkʁisjɔ̃,ʁəkʁisjɔ̃,rikreatsione,rɛkrɛaːtɪoːnɛm
insipiðo,iŋsipidʊ,ɛ̃sipid,ɛ̃sipid,insipido,iːnsɪpɪdʊm
deðukθjon,dɨdusɐ̃ʊ̃,dedyksjɔ̃,dedyksjɔ̃,dedutsione,deːdʊktɪoːnɛm
<blank>,<blank>,<blank>,<blank>,impluvio,ɪmplʊwɪʊm
supeɾstiθjoso,supɛɾəstisiozʊ,sypɛʁstisjø,sypɛʁstisjø,superstitsiozo,sʊpɛrstɪtɪoːsʊm
eraðikaɾ,eʁɐdikaɹ,eʁadike,eʁadike,eradikare,eːraːdiːkaːrɛ
fjaɾ,fiaɹ,fjɛʁ,fjɛʁ,fidare,fiːdɛrɛ
ronkaɾ,ʁuŋkaɹ,<blank>,<blank>,<blank>,rhɔŋkʰaːrɛ
maɾmol,maɾəmuɾɨ,maʁbʁ,maʁbʁ,marmo,marmɔrɛm
disolβeɾ,disulveɹ,disudʁ,disudʁ,dissolvere,dɪssɔlweːrɛ
akoreɾ,ɐkuʁeɹ,akuʁiʁ,akuʁiʁ,akkɔrrere,akkʊrrɛrɛ
espeθjal,ʃpesiɑl,spəsjal,spəsjal,spetʃale,spɛkɪaːlɛm
<blank>,meɾeɪŋdɐ,<blank>,<blank>,merɛnda,mɛrɛndam
<blank>,<blank>,<blank>,<blank>,elɔkwjo,eːlɔkwɪʊm
<blank>,tɛɾɨbɹɐ,<blank>,<blank>,tɛrebra,tɛrɛbram
soðaliðad,<blank>,sodalite,sodalite,sodalita,sɔdaːlɪtaːtɛm
<blank>,<blank>,fety,fety,<blank>,fɛstuːkam
moɾiɾ,muʁeɹ,muʁiʁ,muʁiʁ,morire,mɔriː
supeɾβakaneo,supɛɾəvɐkɐ̃niʊ,<blank>,<blank>,supervakaneo,sʊpɛrwakaːnɛʊm
beɾo,veɾʊ,vʁɛ,vʁɛ,vero,weːrʊm
<blank>,<blank>,<blank>,<blank>,tʃirkonflettere,kɪrkʊmflɛktɛrɛ
rekoɾðaɾ,ʁɨkuɾədaɹ,ʁəkɔʁde,ʁəkɔʁde,rikordare,rɛkɔrdaːriː
kariθo,<blank>,kaʁɛks,kaʁɛks,karitʃe,kaːrɪkɛm
ekskluiɾ,eskluiɹ,ɛksklyʁ,ɛksklyʁ,eskludere,ɛkskluːdeːrɛ
tɾaβaxo,tɹɐbaʎʊ,tʁavaj,tʁavaj,travaʎo,trɪpaːlɛm
kanon,<blank>,kanɔ̃,kanɔ̃,kanone,kanɔnɛm
plaxjo,plaʒjʊ,plaʒja,plaʒja,pladʒo,plaɡɪʊm
kapulo,kabʊ,<blank>,<blank>,kappio,kapʊlʊm
tɾipoðe,<blank>,<blank>,<blank>,<blank>,trɪpɔdɛm
resiðɛnte,ʁezideɪŋtɨ,ʁezidɑ̃,ʁezidɑ̃,rezidɛnte,rɛsɪdɛntɛm
roeɾ,ʁueɹ,ʁode,ʁode,rɔdere,roːdeːrɛ
ekinokθjal,ekwinusiɑl,ekinoksjal,ekinoksjal,ekwinotsjale,aɪkwɪnɔktɪaːlɛm
deponeɾ,dɨpoɹ,depoze,depoze,depɔrre,deːpoːneːrɛ
liaɾ,liaɹ,lje,lje,leɡare,lɪɡaːrɛ
eβoluθjonaɾ,evulveɹ,evolye,evolye,evolvere,eːwɔlwɛrɛ
bulɣaɾiðad,vuwɡɐɾidadɨ,vylɡaʁite,vylɡaʁite,volɡarita,wʊlɡaːrɪtaːtɛm
atomo,atumʊ,atom,atom,atomo,atɔmʊm
reɣla,<blank>,ʁɛɡl,ʁɛɡl,rɛɡola,reːɡʊlam
tomaɾ,<blank>,<blank>,<blank>,<blank>,aʊtʊmaːrɛ
eskuðiʎa,ʃkudɛlɐ,ekyɛl,ekyɛl,skodɛlla,skʊtɛllam
pɾefaθjon,pɹɨfasɐ̃ʊ̃,pʁefas,pʁefas,prefatsione,praɪfaːtɪoːnɛm
kalumnjaɾ,kɐluniɐɹ,kalɔmnje,kalɔmnje,kalunnjare,kalʊmnɪaːriː
aɾmos,<blank>,aʁ,aʁ,<blank>,armʊm
balteo,baʊtiʊ,<blank>,<blank>,baltɛo,baltɛʊm
eksito,ezitʊ,<blank>,<blank>,ɛzito,ɛksɪtʊm
kontaxjo,kuŋtaʒjʊ,kɔ̃taʒjɔ̃,kɔ̃taʒjɔ̃,kontadʒo,kɔntaːɡɪoːnɛm
<blank>,pɹutubɨɾaɹ,<blank>,<blank>,<blank>,proːtuːbɛraːrɛ
numen,numɨ,<blank>,<blank>,nume,nuːmɛn
θisteɾna,siʃtɛɾənɐ,sitɛʁn,sitɛʁn,tʃistɛrna,kɪstɛrnam
<blank>,seɪmpiteɾənidadɨ,<blank>,<blank>,<blank>,sɛmpɪtɛrnɪtaːtɛm
koɾaxe,kuɾaʒeɪŋ,kuʁaʒ,kuʁaʒ,koradʒʒo,kɔratɪkʊm
<blank>,iŋduzjʊ,<blank>,<blank>,<blank>,ɪnduːsɪʊm
<blank>,<blank>,<blank>,<blank>,ezitsio,ɛksɪtɪʊm
<blank>,<blank>,<blank>,<blank>,suovetaurilia,sʊɔwɛtaʊriːlɪa
<blank>,<blank>,pʁesɛle,pʁesɛle,<blank>,praɪkɛllɛrɛ
dekano,diɐ̃ʊ̃,dwajɛ̃,dwajɛ̃,dekano,dɛkaːnʊm
intimaθjon,iŋtimɐsɐ̃ʊ̃,ɛ̃timasjɔ̃,ɛ̃timasjɔ̃,intimatsione,ɪntɪmaːtɪoːnɛm
kalθamjɛnto,kɑlsɐmeɪŋtʊ,ʃosmɑ̃,ʃosmɑ̃,kaltsamento,kalkɛaːmɛntʊm
pendeɾ,peɪŋdeɹ,pɑ̃dʁ,pɑ̃dʁ,pɛndere,pɛndeːrɛ
<blank>,<blank>,<blank>,<blank>,ɡonna,ɡʊnnam
baliðo,vɑlidʊ,valid,valid,valido,walɪdʊm
duumbiɾato,dwũŋviɾatʊ,dyymviʁa,dyymviʁa,duumvirato,dʊʊmwɪraːtʊm
<blank>,ʁɔdʊ,<blank>,<blank>,<blank>,rʊtrʊm
dote,dɔtɨ,dɔt,dɔt,dɔte,doːtɛm
luθjo,<blank>,<blank>,<blank>,lutʃʃo,luːkɪʊm
paɾtuɾjɛnta,pɐɾətuɾiɹ,<blank>,<blank>,partorire,partʊriːrɛ
blandiθja,blɐ̃ŋdisjɐ,<blank>,<blank>,blanditsia,blandɪtɪam
<blank>,<blank>,<blank>,<blank>,nimo,neːmɪnɛm
teroɾ,tɨʁoɹ,tɛʁœʁ,tɛʁœʁ,terrore,tɛrroːrɛm
esmeɾalða,ʃmeɾɑldɐ,emʁod,emʁod,zmeraldo,smaraɡdʊm
eletʃo,fɛtʊ,<blank>,<blank>,<blank>,fɪlɪktʊm
inmundo,imũŋdʊ,immɔ̃d,immɔ̃d,immondo,ɪmmʊndʊm
repuβlika,ʁepublikɐ,ʁepyblik,ʁepyblik,repubblika,rɛmpuːblɪkam
epiteto,epitɨtʊ,epitɛt,epitɛt,epiteto,ɛpɪtʰɛtɔn
renwiɾ,ʁenuiɹ,<blank>,<blank>,<blank>,rɛnʊɛrɛ
latiniðad,lɐtinidadɨ,latinite,latinite,latinita,latiːnɪtaːtɛm
<blank>,<blank>,<blank>,<blank>,peristilio,pɛrɪstylɪʊm
<blank>,<blank>,<blank>,<blank>,manfano,mampʰʊrɛm
<blank>,<blank>,<blank>,<blank>,voradʒinozo,wɔraːɡɪnoːsʊm
<blank>,pɹɛljʊ,<blank>,<blank>,<blank>,prɔɪlɪʊm
kontinwiðad,kuŋtinuɪdadɨ,kɔ̃tinyite,kɔ̃tinyite,kontinuita,kɔntɪnʊɪtaːtɛm
deliɾjo,dɨliɾjʊ,deliʁ,deliʁ,delirio,deːliːrɪʊm
mantʃaɾ,mɐ̃ŋʃaɹ,makyle,makyle,makkjare,makʊlaːrɛ
<blank>,<blank>,<blank>,<blank>,subsannare,sʊbsannaːrɛ
toɾno,toɾənʊ,tuʁ,tuʁ,tornio,tɔrnʊm
alɣjen,ɑlɡeɪŋ,<blank>,<blank>,<blank>,alɪkwɛm
soniðo,<blank>,<blank>,<blank>,sonito,sɔnɪtʊm
ekstensjon,eʃteɪŋsɐ̃ʊ̃,ɛkstɑ̃sjɔ̃,ɛkstɑ̃sjɔ̃,estensione,ɛkstɛnsɪoːnɛm
toɾmɛnto,tuɾəmeɪŋtʊ,tuʁmɑ̃,tuʁmɑ̃,tormento,tɔrmɛntʊm
aβundaɾ,ɐbũŋdaɹ,abɔ̃de,abɔ̃de,abbondare,abʊndaːrɛ
eteɾno,etɛɾənʊ,etɛʁn,etɛʁn,etɛrno,aɪtɛrnʊm
sweɲo,soɲʊ,sɔ̃ʒ,sɔ̃ʒ,soɲɲo,sɔmnɪʊm
